Serie;Codigo_municipio;Nombre;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;poblacion_0a4;poblacion_5a9;poblacion_10a14;poblacion_15a19;poblacion_20a24;poblacion_25a29;poblacion_30a34;poblacion_35a39;poblacion_40a44;poblacion_45a49;poblacion_50a54;poblacion_55a59;poblacion_60a64;poblacion_65a69;poblacion_70a74;poblacion_75a79;poblacion_80a84;poblacion_85a89;poblacion_90a94;poblacion_95a99;poblacion_100;poblacion_censada;contratos_primario_indefinidos;contratos_primario_temp;contratos_primario_total;contratos_secundario_indefinidos;contratos_secundario_temp;contratos_secundario_total;contratos_indefinidos;contratos_terciario_indefinidos;contratos_terciario_temp;contratos_terciario_total;contratos_temp;contratos_porcentaje_indefinidos;contratos_porcentaje_temp;contratos_total_registrados;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;distancia_capital;ocupados_primario;ocupados_secundario;ocupados_terciario;ocupados_total;num_explotaciones_agricolas_total;num_explotaciones_agricolas_huertos_consumo_propio;num_explotaciones_agricolas_tierra_pastos;sup_explotaciones_agricolas_total;sup_explotaciones_agricolas_huertos_consumo_propio;sup_explotaciones_agricolas_tierra_pastos;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_25_44;paro_mayores_25;paro_mayores_45;paro_menores_25;paro_100_habitantes;paro_registrado_total;porcentaje_paro_mayores_25;porcentaje_paro_menores_25;variacion_paro_registrado;paro_primario;paro_secundario;paro_terciario;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;unidades_productivas_total;cluster_demografico;cluster_sector;poblacion_activa;ratio_contratos_por_poblacion;ratio_contratos_por_up;ratio_paro_por_poblacion_activa;ratio_paro_por_contrato;ratio_contratos_primario;ratio_contratos_secundario;ratio_contratos_terciario;ratio_contratos_por_poblacion_15a19;ratio_paro_por_poblacion_15a19;ratio_contratos_por_poblacion_20a24;ratio_paro_por_poblacion_20a24;ratio_contratos_por_poblacion_25a29;ratio_paro_por_poblacion_25a29;ratio_contratos_por_poblacion_30a34;ratio_paro_por_poblacion_30a34;ratio_contratos_por_poblacion_35a39;ratio_paro_por_poblacion_35a39;ratio_contratos_por_poblacion_40a44;ratio_paro_por_poblacion_40a44;ratio_contratos_por_poblacion_45a49;ratio_paro_por_poblacion_45a49;ratio_contratos_por_poblacion_50a54;ratio_paro_por_poblacion_50a54;ratio_contratos_por_poblacion_55a59;ratio_paro_por_poblacion_55a59;ratio_contratos_por_poblacion_60a64;ratio_paro_por_poblacion_60a64;ratio_up_por_poblacion_activa
Municipios;0761;Lozoya;280761;6;Sierra Norte;57.69;16;17;18;22;23;26;34;41;42;46;53;59;51;48;45;28;26;16;6;4;0;621;0;0;0;5;18;23;69;64;352;416;370;15.72;84.28;439;3.5;10.73;50.2;61.51;45.57;27.86;12.88;4.19;8.21;15.46;25.12;38.49;85.605;4;31;503;265;0.22;0.0;0.21;15.09;0.0;15.07;0.0;0.0;0.0;0.0;11;30;19;2;5.15;32;93.75;6.25;14.29;1;2;27;4;17;133;75;2.0;Terciario;397;1.106;5.853;0.081;0.073;0.0;0.058;1.048;19.955;1.455;19.087;1.391;16.885;1.231;12.912;0.941;10.707;0.78;10.452;0.762;9.543;0.696;8.283;0.604;7.441;0.542;8.608;0.627;0.189
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;289015;6;Sierra Norte;51.43;49;70;95;72;74;65;67;86;120;169;129;109;83;72;50;59;38;36;25;4;1;1473;5;0;5;28;1;29;164;131;211;342;212;43.62;56.38;376;1.03;28.62;44.43;52.61;32.38;19.35;11.07;4.48;14.53;24.44;33.4;47.39;68.104;7;120;1193;652;0.24;0.04;0.23;15.13;0.0;15.11;0.0;0.0;0.0;0.0;27;73;46;4;5.19;77;94.81;5.19;14.93;2;6;65;7;48;300;173;2.0;Terciario;974;0.386;2.173;0.079;0.205;0.005;0.03;0.351;5.222;1.069;5.081;1.041;5.785;1.185;5.612;1.149;4.372;0.895;3.133;0.642;2.225;0.456;2.915;0.597;3.45;0.706;4.53;0.928;0.178
Municipios;0783;Madarcos;280783;6;Sierra Norte;8.55;2;1;4;4;0;7;1;5;4;7;6;9;2;6;3;1;6;3;1;0;0;72;0;0;0;53;12;65;262;209;238;447;250;51.17;48.83;512;14.29;8.41;49.27;61.11;43.06;27.78;15.28;5.56;9.72;15.28;26.39;38.89;92.498;1;14;126;70;0.05;0.0;0.05;9.45;0.0;9.08;0.0;0.0;0.0;0.0;0;1;1;0;1.39;1;100.0;0.0;0.0;0;0;1;1;3;19;11;2.0;Terciario;45;11.378;46.545;0.022;0.002;0.0;1.444;9.933;128.0;0.25;inf;inf;73.143;0.143;512.0;1.0;102.4;0.2;128.0;0.25;73.143;0.143;85.333;0.167;56.889;0.111;256.0;0.5;0.244
Municipios;0800;Majadahonda;280800;5;Oeste Metropolitano;38.47;2940;3850;4746;5061;4583;3828;3620;4122;5024;6183;6005;5332;4324;3531;3453;2958;1660;983;486;128;16;72833;14;31;45;521;293;814;8588;8053;7392;15445;7716;52.67;47.33;16304;0.61;1892.26;42.06;48.14;31.4;18.14;8.56;2.21;15.84;29.08;39.31;51.86;19.7;68;2424;66414;34209;0.08;0.0;0.04;15.47;0.0;6.81;0.0;0.0;11.36;27.27;612;1912;1300;65;2.73;1977;96.71;3.29;-8.34;8;191;1711;42;753;20263;10453;0.0;Terciario;48082;0.339;1.56;0.041;0.121;0.001;0.017;0.321;3.221;0.391;3.557;0.431;4.259;0.516;4.504;0.546;3.955;0.48;3.245;0.394;2.637;0.32;2.715;0.329;3.058;0.371;3.771;0.457;0.217
Municipios;0822;Manzanares el Real;280822;11;Sierra Central;128.31;366;563;594;569;430;362;421;577;883;1099;947;727;566;375;329;234;175;108;54;17;0;9396;3;1;4;39;16;55;286;244;345;589;362;44.14;55.86;648;1.26;73.52;41.69;49.29;27.51;13.75;6.26;1.91;16.21;26.84;35.17;50.71;51.894;19;221;2754;1486;0.19;0.01;0.19;58.24;0.0;54.95;0.0;0.0;0.0;0.0;141;409;268;24;4.61;433;94.46;5.54;-0.23;2;43;380;16;158;1438;798;1.0;Terciario;6581;0.098;0.812;0.066;0.668;0.001;0.008;0.09;1.139;0.761;1.507;1.007;1.79;1.196;1.539;1.029;1.123;0.75;0.734;0.49;0.59;0.394;0.684;0.457;0.891;0.596;1.145;0.765;0.121
Municipios;0843;Mejorada del Campo;280843;3;Este Metropolitano;17.93;935;1261;1505;1497;1332;1285;1405;1737;2340;2216;1863;1745;1497;1407;950;564;245;224;95;26;4;24133;0;0;0;719;204;923;1884;1165;1053;2218;1257;59.98;40.02;3141;1.5;1344.46;40.94;44.9;28.0;14.57;4.8;1.45;15.34;27.06;38.2;55.1;21.041;5;4241;11617;7192;0.17;0.01;0.03;5.4;0.0;0.66;0.0;0.0;0.0;0.0;505;1198;693;128;5.46;1326;90.35;9.65;-9.18;17;223;1019;5;1160;3914;2378;0.0;Terciario;16917;0.186;1.321;0.078;0.422;0.0;0.055;0.131;2.098;0.886;2.358;0.995;2.444;1.032;2.236;0.944;1.808;0.763;1.342;0.567;1.417;0.598;1.686;0.712;1.8;0.76;2.098;0.886;0.141
Municipios;0442;Colmenarejo;280442;11;Sierra Central;31.49;302;479;692;734;665;516;464;521;736;944;932;791;598;409;323;251;141;95;43;14;5;9655;1;0;1;76;26;102;418;341;370;711;396;51.35;48.65;814;1.16;306.51;40.79;47.08;27.65;13.27;5.69;1.63;15.26;29.75;39.9;52.92;37.111;8;436;5300;2866;0.07;0.0;0.07;17.28;0.0;17.28;0.0;0.0;0.0;0.0;152;420;268;24;4.66;444;94.59;5.41;-7.69;1;48;373;6;156;1405;778;1.0;Terciario;6901;0.118;1.046;0.064;0.545;0.0;0.015;0.103;1.109;0.605;1.224;0.668;1.578;0.86;1.754;0.957;1.562;0.852;1.106;0.603;0.862;0.47;0.873;0.476;1.029;0.561;1.361;0.742;0.113
Municipios;0856;Miraflores de la Sierra;280856;11;Sierra Central;56.4;247;336;429;432;355;314;383;443;603;690;644;584;503;315;234;199;142;88;45;4;0;6990;9;4;13;23;4;27;240;208;461;669;469;33.85;66.15;709;4.22;123.83;42.42;49.33;30.24;14.69;6.84;1.96;14.48;25.74;35.71;50.67;55.446;21;231;2298;1255;0.25;0.02;0.25;25.4;0.0;25.28;0.0;0.0;0.0;0.0;107;332;225;24;5.13;356;93.26;6.74;-6.56;3;50;280;16;161;1057;605;1.0;Terciario;4951;0.143;1.172;0.072;0.502;0.003;0.005;0.135;1.641;0.824;1.997;1.003;2.258;1.134;1.851;0.93;1.6;0.804;1.176;0.59;1.028;0.516;1.101;0.553;1.214;0.61;1.41;0.708;0.122
Municipios;0869;Molar (El);280869;7;Nordeste Comunidad;50.19;445;547;624;540;530;522;647;764;956;992;814;678;510;371;304;217;145;102;59;13;1;9781;8;0;8;73;18;91;408;327;509;836;527;43.64;56.36;935;3.65;194.8;40.01;43.0;24.54;12.39;5.49;1.79;16.52;27.46;39.41;57.0;43.648;27;284;2975;1620;0.99;0.07;0.21;16.74;0.0;2.47;0.0;0.0;0.0;0.0;182;448;266;37;4.97;485;92.37;7.63;-1.42;1;71;380;20;190;1253;715;1.0;Terciario;6953;0.134;1.308;0.07;0.519;0.001;0.013;0.12;1.731;0.898;1.764;0.915;1.791;0.929;1.445;0.75;1.224;0.635;0.978;0.507;0.943;0.489;1.149;0.596;1.379;0.715;1.833;0.951;0.103
Municipios;0875;Molinos (Los);280875;11;Sierra Central;19.16;153;168;216;263;311;268;315;261;315;345;384;455;416;294;201;180;135;94;52;15;1;4842;2;0;2;28;5;33;223;193;113;306;118;65.4;34.6;341;1.81;252.45;45.32;53.12;38.06;20.07;9.85;3.35;11.09;22.95;34.99;46.88;55.681;10;159;1819;985;0.28;0.01;0.28;7.71;0.0;7.71;0.0;0.0;0.0;0.0;66;193;127;10;4.24;203;95.07;4.93;-9.38;3;32;154;9;113;837;474;1.0;Terciario;3333;0.102;0.719;0.061;0.595;0.001;0.01;0.092;1.297;0.772;1.096;0.653;1.272;0.757;1.083;0.644;1.307;0.778;1.083;0.644;0.988;0.588;0.888;0.529;0.749;0.446;0.82;0.488;0.142
Municipios;0881;Montejo de la Sierra;280881;6;Sierra Norte;32.18;2;12;12;20;23;21;14;12;22;32;38;41;32;17;16;18;16;15;10;6;0;379;0;0;0;1;1;2;50;49;66;115;67;42.74;57.26;117;1.61;11.77;50.74;63.59;45.12;25.86;17.15;8.18;6.86;18.21;27.44;36.41;87.651;5;18;330;176;0.12;0.02;0.11;6.27;0.0;6.24;0.0;0.0;0.0;0.0;6;11;5;0;2.89;11;100.0;0.0;0.0;0;0;11;5;7;63;37;2.0;Terciario;255;0.459;3.162;0.043;0.094;0.0;0.008;0.451;5.85;0.55;5.087;0.478;5.571;0.524;8.357;0.786;9.75;0.917;5.318;0.5;3.656;0.344;3.079;0.289;2.854;0.268;3.656;0.344;0.145
Municipios;0894;Moraleja de Enmedio;280894;9;Sudoeste Comunidad;31.17;222;320;368;328;297;308;306;384;523;481;471;416;300;286;175;131;81;67;36;5;1;5506;1;0;1;313;147;460;615;301;151;452;298;67.36;32.64;913;1.53;176.53;40.67;44.5;27.21;14.2;5.83;1.98;16.53;27.88;39.03;55.5;27.17;11;1942;3735;2451;0.25;0.03;0.08;22.28;0.0;0.59;0.0;0.0;0.0;0.0;90;225;135;19;4.47;244;92.21;7.79;-7.58;2;48;179;10;502;1315;827;1.0;Terciario;3814;0.239;1.104;0.064;0.267;0.0;0.121;0.119;2.784;0.744;3.074;0.822;2.964;0.792;2.984;0.797;2.378;0.635;1.746;0.467;1.898;0.507;1.938;0.518;2.195;0.587;3.043;0.813;0.217
Municipios;0908;Moralzarzal;280908;11;Sierra Central;43.56;468;748;1006;1058;846;623;577;673;1061;1489;1525;1177;831;595;466;409;245;183;87;34;2;14103;6;7;13;128;24;152;920;786;336;1122;367;71.48;28.52;1287;1.46;323.83;41.62;49.94;28.57;14.33;6.81;2.17;15.76;29.26;37.77;50.06;46.641;33;457;6087;3253;0.14;0.0;0.14;12.95;0.0;11.91;0.0;0.0;0.0;0.0;130;488;358;48;3.79;536;91.04;8.96;-7.59;7;62;427;12;239;2449;1328;1.0;Terciario;9860;0.131;0.969;0.054;0.416;0.001;0.015;0.114;1.216;0.507;1.521;0.634;2.066;0.86;2.231;0.929;1.912;0.796;1.213;0.505;0.864;0.36;0.844;0.351;1.093;0.455;1.549;0.645;0.135
Municipios;0915;Morata de Tajuña;280915;8;Sudeste Comunidad;45.29;334;400;463;456;381;407;522;536;661;720;632;557;508;406;356;282;175;152;101;33;3;8085;6;66;72;125;58;183;289;158;292;450;416;40.99;59.01;705;1.6;178.4;43.19;48.55;31.82;18.65;9.23;3.57;14.81;25.16;36.65;51.45;34.745;70;755;2675;1636;1.21;0.08;0.06;25.75;0.0;1.27;0.0;0.0;0.0;0.0;176;441;265;39;5.91;480;91.88;8.13;-11.6;24;83;337;56;182;1034;623;1.0;Terciario;5380;0.131;1.132;0.089;0.681;0.013;0.034;0.084;1.546;1.053;1.85;1.26;1.732;1.179;1.351;0.92;1.315;0.896;1.067;0.726;0.979;0.667;1.116;0.759;1.266;0.862;1.388;0.945;0.116
Municipios;0920;Móstoles;280920;4;Sur Metropolitano;44.9;8177;10152;10712;10117;9841;10412;12393;15091;18563;18193;13955;13226;12601;13786;14773;9810;4468;2710;1219;352;41;210592;21;2;23;2136;1534;3670;10437;8280;7556;15836;9092;53.44;46.56;19529;0.99;4682.94;44.33;49.92;34.66;22.39;8.83;2.05;13.79;23.27;34.1;50.08;24.488;51;14018;94068;51669;0.19;0.0;0.05;21.2;0.0;1.03;81.89;53.23;636.75;732.2;4185;10022;5837;838;5.14;10860;92.28;7.72;-9.28;101;1601;8376;47;3322;24800;13782;3.0;Terciario;134392;0.145;1.417;0.081;0.556;0.0;0.027;0.118;1.93;1.073;1.984;1.104;1.876;1.043;1.576;0.876;1.294;0.72;1.052;0.585;1.073;0.597;1.399;0.778;1.477;0.821;1.55;0.862;0.103
Municipios;0936;Navacerrada;280936;11;Sierra Central;27.51;122;122;200;202;153;144;156;184;233;320;337;268;238;173;151;104;88;71;20;7;0;3293;0;4;4;34;22;56;252;218;113;331;139;64.45;35.55;391;1.82;100.92;44.43;53.96;34.01;18.65;8.81;2.98;13.48;24.26;33.37;46.04;52.561;0;100;1534;812;0.12;0.0;0.12;13.89;0.0;13.89;0.0;0.0;0.0;0.0;39;128;89;5;4.05;133;96.24;3.76;1.53;1;12;111;0;59;721;388;1.0;Terciario;2235;0.175;1.008;0.06;0.34;0.002;0.025;0.148;1.936;0.658;2.556;0.869;2.715;0.924;2.506;0.853;2.125;0.723;1.678;0.571;1.222;0.416;1.16;0.395;1.459;0.496;1.643;0.559;0.174
Municipios;0719;Horcajuelo de la Sierra;280719;6;Sierra Norte;23.83;5;2;7;3;7;6;5;3;4;7;11;10;9;8;5;9;3;3;1;0;0;108;0;0;0;0;0;0;25;25;25;50;25;50.0;50.0;50;-0.92;4.53;48.1;61.11;44.44;26.85;14.81;3.7;12.96;22.22;32.41;38.89;94.536;3;19;156;89;0.04;0.0;0.04;4.05;0.0;3.96;0.0;0.0;0.0;0.0;2;3;1;0;2.78;3;100.0;0.0;0.0;0;0;3;3;4;23;15;2.0;Terciario;65;0.769;3.333;0.046;0.06;0.0;0.0;0.769;16.667;1.0;7.143;0.429;8.333;0.5;10.0;0.6;16.667;1.0;12.5;0.75;7.143;0.429;4.545;0.273;5.0;0.3;5.556;0.333;0.231
Municipios;0702;Horcajo de la Sierra-Aoslos;280702;6;Sierra Norte;21.2;9;11;11;7;7;15;13;18;24;25;18;16;13;19;15;7;3;2;1;0;0;234;4;1;5;8;0;8;38;26;33;59;34;52.78;47.22;72;17.59;11.03;44.38;50.85;32.48;20.09;5.56;1.28;13.25;19.23;31.2;49.15;89.479;6;19;269;147;0.08;0.01;0.08;4.94;0.0;4.91;0.0;0.0;0.0;0.0;4;8;4;0;3.42;8;100.0;0.0;-11.11;1;0;5;6;3;53;31;2.0;Terciario;156;0.462;2.323;0.051;0.111;0.032;0.051;0.378;10.286;1.143;10.286;1.143;4.8;0.533;5.538;0.615;4.0;0.444;3.0;0.333;2.88;0.32;4.0;0.444;4.5;0.5;5.538;0.615;0.199
Municipios;0698;Hiruela (La);280698;6;Sierra Norte;17.16;3;2;0;1;3;1;2;5;4;4;8;5;12;7;9;2;4;1;1;0;0;74;0;0;0;3;0;3;20;17;15;32;15;57.14;42.86;35;-2.63;4.31;53.9;71.62;55.41;32.43;10.81;2.7;6.76;12.16;16.22;28.38;97.734;0;12;158;85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;1;0;2.7;2;100.0;0.0;0.0;0;0;2;0;1;35;18;2.0;Terciario;45;0.778;1.944;0.044;0.057;0.0;0.067;0.711;35.0;2.0;11.667;0.667;35.0;2.0;17.5;1.0;7.0;0.4;8.75;0.5;8.75;0.5;4.375;0.25;7.0;0.4;2.917;0.167;0.4
Municipios;0685;Guadarrama;280685;11;Sierra Central;57.18;625;865;1026;1030;975;825;806;987;1307;1524;1533;1388;1082;814;728;565;423;299;171;59;12;17044;4;2;6;148;44;192;1001;849;1836;2685;1882;34.72;65.28;2883;1.03;298.02;43.29;50.45;32.51;18.02;8.97;3.17;14.76;26.53;36.09;49.55;50.794;27;710;8531;4564;0.43;0.01;0.43;19.3;0.0;19.3;0.0;0.0;0.0;0.0;260;670;410;57;4.26;727;92.16;7.84;-6.68;7;75;610;22;314;2852;1569;1.0;Terciario;11457;0.252;1.837;0.063;0.252;0.001;0.017;0.234;2.799;0.706;2.957;0.746;3.495;0.881;3.577;0.902;2.921;0.737;2.206;0.556;1.892;0.477;1.881;0.474;2.077;0.524;2.665;0.672;0.137
Municipios;0480;Corpa;280480;8;Sudeste Comunidad;25.94;35;56;45;45;25;27;53;65;89;83;44;48;47;40;35;17;13;18;10;1;0;796;1;0;1;3;0;3;54;50;49;99;49;52.43;47.57;103;3.11;30.66;41.86;44.72;28.77;16.83;7.41;3.64;17.09;25.88;35.93;55.28;46.516;3;8;193;101;0.34;0.02;0.0;13.27;0.0;0.0;0.0;0.0;0.0;0.0;18;42;24;0;5.26;42;100.0;0.0;-23.64;1;6;34;3;8;67;38;1.0;Terciario;526;0.196;2.711;0.08;0.408;0.002;0.006;0.188;2.289;0.933;4.12;1.68;3.815;1.556;1.943;0.792;1.585;0.646;1.157;0.472;1.241;0.506;2.341;0.955;2.146;0.875;2.191;0.894;0.072
Municipios;0493;Coslada;280493;3;Este Metropolitano;12.02;2689;3318;3861;3765;3659;4036;4841;5374;6356;6984;5668;5320;6043;6091;5448;3519;1650;946;452;112;14;80146;17;0;17;1865;1320;3185;12237;10355;9944;20299;11264;52.07;47.93;23501;-0.54;6662.18;45.33;52.71;36.93;22.75;8.35;1.9;12.31;21.58;32.65;47.29;12.887;25;8395;73602;39876;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1395;3680;2285;254;4.91;3934;93.54;6.46;-9.0;15;618;3144;16;1845;12907;7230;3.0;Terciario;52046;0.452;3.25;0.076;0.167;0.0;0.061;0.39;6.242;1.045;6.423;1.075;5.823;0.975;4.855;0.813;4.373;0.732;3.697;0.619;3.365;0.563;4.146;0.694;4.417;0.739;3.889;0.651;0.139
Municipios;0506;Cubas de la Sagra;280506;9;Sudoeste Comunidad;12.89;323;480;583;549;321;221;301;451;736;800;558;424;297;220;167;117;90;81;68;17;3;6807;4;1;5;153;119;272;1183;1026;1707;2733;1827;39.3;60.7;3010;1.72;527.67;38.41;41.75;21.8;11.21;5.52;2.48;20.36;33.14;40.81;58.25;36.177;9;761;2549;1537;0.09;0.0;0.02;2.48;0.0;0.08;0.0;0.0;0.0;0.0;96;240;144;34;4.02;274;87.59;12.41;3.79;1;40;217;7;213;917;548;1.0;Terciario;4658;0.646;5.493;0.059;0.091;0.001;0.058;0.587;5.483;0.499;9.377;0.854;13.62;1.24;10.0;0.91;6.674;0.608;4.09;0.372;3.762;0.342;5.394;0.491;7.099;0.646;10.135;0.923;0.118
Municipios;0534;Daganzo de Arriba;280534;7;Nordeste Comunidad;43.4;423;598;897;941;711;405;414;559;848;1226;1299;846;526;314;216;161;86;89;35;5;2;10601;0;0;0;273;1696;1969;955;682;872;1554;2568;27.11;72.89;3523;-0.3;244.04;38.36;45.33;21.51;8.57;3.57;1.24;18.09;33.68;41.4;54.67;36.597;21;2904;7680;4645;0.3;0.03;0.03;42.33;0.0;3.24;0.0;0.0;0.0;0.0;105;414;309;42;4.3;456;90.79;9.21;-6.37;5;76;350;19;343;1871;1057;1.0;Terciario;7775;0.453;3.333;0.059;0.129;0.0;0.253;0.2;3.744;0.485;4.955;0.641;8.699;1.126;8.51;1.101;6.302;0.816;4.154;0.538;2.874;0.372;2.712;0.351;4.164;0.539;6.698;0.867;0.136
Municipios;0549;Escorial (El);280549;11;Sierra Central;68.81;603;773;881;952;952;848;879;993;1251;1390;1336;1480;1327;1002;794;637;373;289;167;46;5;16978;6;11;17;87;10;97;955;862;836;1698;857;52.7;47.3;1812;1.46;246.7;44.39;52.1;36.05;19.51;8.94;2.99;13.29;24.51;34.68;47.9;51.323;33;398;7452;3915;0.37;0.01;0.36;34.85;0.0;34.82;0.0;0.0;0.0;0.0;243;717;474;43;4.5;760;94.34;5.66;1.74;2;82;619;31;265;3021;1637;1.0;Terciario;11408;0.159;1.107;0.067;0.419;0.001;0.009;0.149;1.903;0.798;1.903;0.798;2.137;0.896;2.061;0.865;1.825;0.765;1.448;0.608;1.304;0.547;1.356;0.569;1.224;0.514;1.365;0.573;0.143
Municipios;0552;Estremera;280552;8;Sudeste Comunidad;79.13;55;54;79;67;71;74;69;85;117;118;123;91;101;83;66;52;49;49;34;11;1;1449;295;73;368;24;14;38;442;123;95;218;182;70.83;29.17;624;2.91;18.3;46.56;53.69;37.06;23.81;13.53;6.56;12.97;22.5;32.37;46.31;72.696;46;74;2544;1326;1.26;0.09;0.09;53.76;0.0;0.97;0.0;0.0;0.0;0.0;41;91;50;3;6.47;94;96.81;3.19;4.44;4;15;69;24;29;254;152;2.0;Terciario;916;0.681;4.105;0.103;0.151;0.402;0.041;0.238;9.313;1.403;8.789;1.324;8.432;1.27;9.043;1.362;7.341;1.106;5.333;0.803;5.288;0.797;5.073;0.764;6.857;1.033;6.178;0.931;0.166
Municipios;0565;Fresnedillas de la Oliva;280565;10;Sierra Sur;28.34;90;99;143;88;111;87;99;128;169;153;135;125;124;78;55;57;25;13;17;3;0;1799;0;1;1;23;1;24;61;38;65;103;67;47.66;52.34;128;1.01;63.3;40.15;43.64;27.63;13.79;6.39;1.83;18.45;29.52;39.86;56.36;69.753;5;70;605;335;0.18;0.01;0.18;9.09;0.0;9.08;0.0;0.0;0.0;0.0;45;114;69;7;6.76;121;94.21;5.79;-6.2;1;24;86;4;32;246;138;1.0;Terciario;1219;0.105;0.928;0.099;0.945;0.001;0.02;0.084;1.455;1.375;1.153;1.09;1.471;1.391;1.293;1.222;1.0;0.945;0.757;0.716;0.837;0.791;0.948;0.896;1.024;0.968;1.032;0.976;0.113
Municipios;0571;Fresno de Torote;280571;7;Nordeste Comunidad;31.75;104;157;190;158;111;91;124;183;238;260;258;166;108;98;84;98;40;26;12;2;0;2508;1;0;1;19;5;24;39;19;34;53;39;50.0;50.0;78;2.87;78.92;40.6;45.93;25.28;14.35;7.1;1.59;17.98;28.71;37.28;54.07;46.99;6;111;614;355;0.09;0.01;0.02;20.73;0.0;1.1;0.0;0.0;0.0;0.0;48;113;65;12;4.96;125;90.4;9.6;-19.35;3;18;97;5;56;262;156;1.0;Terciario;1697;0.046;0.5;0.074;1.603;0.001;0.014;0.031;0.494;0.791;0.703;1.126;0.857;1.374;0.629;1.008;0.426;0.683;0.328;0.525;0.3;0.481;0.302;0.484;0.47;0.753;0.722;1.157;0.092
Municipios;0587;Fuenlabrada;280587;4;Sur Metropolitano;39.18;6885;8873;10444;11191;10955;9761;10896;13140;15864;15603;15388;14159;13560;14234;8710;4716;2314;1578;767;222;27;189287;14;41;55;3819;3010;6829;16294;12461;11454;23915;14505;52.9;47.1;30799;-0.49;4827.52;42.46;48.22;31.85;17.21;5.08;1.37;13.84;25.54;36.46;51.78;25.824;128;23199;105738;60258;0.24;0.06;0.03;13.32;0.0;3.89;67.81;40.68;409.31;490.91;3997;10083;6086;1108;5.93;11191;90.1;9.9;-7.8;57;1821;8499;93;4846;29588;16673;3.0;Terciario;130517;0.236;1.847;0.086;0.363;0.0;0.052;0.183;2.752;1.0;2.811;1.022;3.155;1.147;2.827;1.027;2.344;0.852;1.941;0.705;1.974;0.717;2.001;0.727;2.175;0.79;2.271;0.825;0.128
Municipios;0590;Fuente el Saz de Jarama;280590;7;Nordeste Comunidad;33.15;288;370;430;475;442;375;425;490;606;657;638;565;443;320;264;200;114;95;43;18;2;7260;5;1;6;191;63;254;576;380;248;628;312;64.86;35.14;888;3.21;218.87;41.32;46.27;28.43;14.55;6.5;2.18;14.99;27.62;38.64;53.73;36.187;26;1024;3987;2322;0.21;0.0;0.04;20.55;0.0;0.07;0.0;0.0;0.0;0.0;123;323;200;29;4.9;352;91.76;8.24;-9.04;2;53;273;22;370;1566;918;1.0;Terciario;5116;0.174;0.967;0.069;0.396;0.001;0.05;0.123;1.869;0.741;2.009;0.796;2.368;0.939;2.089;0.828;1.812;0.718;1.465;0.581;1.352;0.536;1.392;0.552;1.572;0.623;2.005;0.795;0.179
Municipios;0604;Fuentidueña de Tajo;280604;8;Sudeste Comunidad;60.18;94;101;112;116;103;113;137;134;202;193;165;171;166;140;118;76;44;42;26;7;0;2260;27;3;30;27;19;46;117;63;51;114;73;61.58;38.42;190;0.49;37.52;44.34;50.8;34.96;20.04;8.63;3.32;13.58;23.27;34.34;49.2;63.685;60;127;838;496;0.57;0.06;0.01;36.82;0.0;0.0;0.0;0.0;0.0;0.0;63;147;84;9;6.87;156;94.23;5.77;-18.75;6;27;119;27;54;308;190;1.0;Terciario;1500;0.127;1.0;0.104;0.821;0.02;0.031;0.076;1.638;1.345;1.845;1.515;1.681;1.381;1.387;1.139;1.418;1.164;0.941;0.772;0.984;0.808;1.152;0.945;1.111;0.912;1.145;0.94;0.127
Municipios;0611;Galapagar;280611;5;Oeste Metropolitano;65.2;1360;1857;2155;2246;2211;2108;1970;2061;2549;3046;3045;2986;2549;1653;1214;974;594;430;224;59;7;35298;5;5;10;328;125;453;1451;1118;2407;3525;2537;36.38;63.62;3988;1.26;541.05;41.5;47.54;30.29;14.6;6.48;2.04;15.22;27.85;39.4;52.46;35.516;45;1118;12581;6819;0.18;0.01;0.18;7.19;0.0;7.19;0.0;0.0;0.0;0.0;545;1510;965;107;4.58;1617;93.38;6.62;-3.92;23;205;1272;28;622;6401;3486;0.0;Terciario;24771;0.161;1.144;0.065;0.405;0.0;0.018;0.142;1.776;0.72;1.804;0.731;1.892;0.767;2.024;0.821;1.935;0.785;1.565;0.634;1.309;0.531;1.31;0.531;1.336;0.542;1.565;0.634;0.141
